"id","auxiliar","descripcion","grupo_id/id","name","subgrupo_id/id"
"grp_factura_siif.presupuesto_objeto_gasto_737","004","Banco Montevideo y Caja Obrera","grp_factura_siif.siif_grupo4","422","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_738","005","Banco de Crédito","grp_factura_siif.siif_grupo4","422","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_739","006","Coop. Ahorro y Crédito del Uruguay (CAYCU) - Acred.Ret. 7 11","grp_factura_siif.siif_grupo4","422","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_740","000","Préstamos otorg.a Largo Plazo a la Organización Central","grp_factura_siif.siif_grupo4","423","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_741","000","Préstamos otorg.a Largo Plazo a Instituc.de Seguridad Social","grp_factura_siif.siif_grupo4","424","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_742","000","Préstamos otorg. a Largo Plazo a Gobiernos Departamentales","grp_factura_siif.siif_grupo4","425","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_743","000","Préstamos otorg. a Largo Plazo a Instituc.Públicas Financier","grp_factura_siif.siif_grupo4","426","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_744","001","BCU con destino a Micro y Pequeña Empresa-CND A5L16882","grp_factura_siif.siif_grupo4","426","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_745","002","BROU","grp_factura_siif.siif_grupo4","426","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_746","003","BHU","grp_factura_siif.siif_grupo4","426","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_747","004","BCU(por superintendencia del MEF- Tesoro Nacional)","grp_factura_siif.siif_grupo4","426","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_748","000","Préstamos otorg.a Largo Plazo a Instituc.Públicas No Financ.","grp_factura_siif.siif_grupo4","427","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_749","001","CND- Corporación Nacional para el Desarrollo","grp_factura_siif.siif_grupo4","427","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_750","000","Préstamos otorg. a Largo Plazo a Empresas Públicas Multinac.","grp_factura_siif.siif_grupo4","428","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_751","000","Préstamos otorg. a Largo Plazo a Otros Org. del Sector Exter","grp_factura_siif.siif_grupo4","429","grp_factura_siif.siif_subgrupo4_2"
"grp_factura_siif.presupuesto_objeto_gasto_752","000","Préstamos otorg.a Corto Plazo a Instituc.Privadas No Financ.","grp_factura_siif.siif_grupo4","431","grp_factura_siif.siif_subgrupo4_3"
"grp_factura_siif.presupuesto_objeto_gasto_753","000","Préstamos otorg.a Corto Plazo a Instituc.Privadas Financier.","grp_factura_siif.siif_grupo4","432","grp_factura_siif.siif_subgrupo4_3"
"grp_factura_siif.presupuesto_objeto_gasto_754","000","Préstamos otorg.a Corto Plazo a la Organización Central","grp_factura_siif.siif_grupo4","433","grp_factura_siif.siif_subgrupo4_3"
"grp_factura_siif.presupuesto_objeto_gasto_755","000","Préstamos otorg.a Corto Plazo a Instituc.de Seguridad Social","grp_factura_siif.siif_grupo4","434","grp_factura_siif.siif_subgrupo4_3"
"grp_factura_siif.presupuesto_objeto_gasto_756","000","Préstamos otorg. a Corto Plazo a Gobiernos Departamentales","grp_factura_siif.siif_grupo4","435","grp_factura_siif.siif_subgrupo4_3"
"grp_factura_siif.presupuesto_objeto_gasto_757","000","Préstamos otorg. a Corto Plazo a Instituc.Públicas Financier","grp_factura_siif.siif_grupo4","436","grp_factura_siif.siif_subgrupo4_3"
"grp_factura_siif.presupuesto_objeto_gasto_758","000","Préstamos otorg.a Corto Plazo a Instituc.Públicas No Financ.","grp_factura_siif.siif_grupo4","437","grp_factura_siif.siif_subgrupo4_3"
"grp_factura_siif.presupuesto_objeto_gasto_759","000","Préstamos otorg. a Corto Plazo a Empresas Públicas Multinac.","grp_factura_siif.siif_grupo4","438","grp_factura_siif.siif_subgrupo4_3"
"grp_factura_siif.presupuesto_objeto_gasto_760","000","Préstamos otorg. a Corto Plazo a Otros Org. del Sector Exter","grp_factura_siif.siif_grupo4","439","grp_factura_siif.siif_subgrupo4_3"
"grp_factura_siif.presupuesto_objeto_gasto_761","000","Títulos y valores públicos a largo plazo","grp_factura_siif.siif_grupo4","441","grp_factura_siif.siif_subgrupo4_4"
"grp_factura_siif.presupuesto_objeto_gasto_762","000","Títulos y valores privados a largo plazo","grp_factura_siif.siif_grupo4","442","grp_factura_siif.siif_subgrupo4_4"
"grp_factura_siif.presupuesto_objeto_gasto_763","000","Fideicomisos","grp_factura_siif.siif_grupo4","491","grp_factura_siif.siif_subgrupo4_9"
"grp_factura_siif.presupuesto_objeto_gasto_764","000","Depósitos en garantía","grp_factura_siif.siif_grupo4","492","grp_factura_siif.siif_subgrupo4_9"
"grp_factura_siif.presupuesto_objeto_gasto_765","001","Corporación Nacional para el Desarrollo","grp_factura_siif.siif_grupo4","492","grp_factura_siif.siif_subgrupo4_9"
"grp_factura_siif.presupuesto_objeto_gasto_766","000","A empresas públicas no financieras","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_767","001","Subsido AFE","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_768","002","Subsido PLUNA","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_769","007","Administración Nacional  Correos","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_770","010","Instituto Nacional De Colonización","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_771","011","Subsidio a la Administración de Ferrocarriles del Estado","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_772","012","Instituto Nacional Colonización- Impuesto Adicional","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_773","013","Dirección Nal. Correo-Tasa de Financiamiento Servicio Postal","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_774","014","Pagos a las Maestrías Dictadas p/Convenios con UDELAR","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_775","015","Premios Lucha Antidrogas y Lavado Activos","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_776","016","Contrapartida Nal.Rehabilitación Vía Férrea Propiedad de AFE","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_777","017","Subsidio a OSE","grp_factura_siif.siif_grupo5","511","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_778","000","A instituciones financieras","grp_factura_siif.siif_grupo5","512","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_779","001","Régimen de Prefinanciación de las Exportaciones- BCU","grp_factura_siif.siif_grupo5","512","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_780","000","A Instituciones de la Seguridad Social","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_781","001","Asistencia Financiera a Retirados Militares","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_782","002","Asistencia Financiera al Banco de Previsión Social","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_783","003","Asistencia Financiera a Retirados Policiales","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_784","006","Asistencia Finaciera Pre-Jubilados B.P.S.","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_785","007","Asistencia Financiera Pre-Jubilados Policiales","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_786","008","Asistencia Financiera a Jubilados Reincorporados del MDN","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_787","009","Sistema de Regulación Jub.y Pens.de Magistrados Judiciales","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_788","011","Caja Bancaria - Rentas Afectadas","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_789","012","Banco de Previsión Social - Rentas Afectadas","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_790","014","Caja Jubilaciones y Pensiones Bancarias- RRGG","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_791","015","Caja Militar- Situación de Retiro p/motivos Politicos","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_792","016","Caja Militar- Incremento 25% en Situación de Retiro","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_793","018","Caja Profesional Universitarios(CPU)-Rentas Afectadas","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_794","019","Rentas Afectadas BPS por COFIS","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_795","020","Caja Jubilaciones y Pensiones Bancarias- RRGG","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_796","021","Asistencia Financiera Industria Frigorífica B.P.S.","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_797","022","Subsidio por Enfermedad A82 L18396","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_798","023","Prestaciones Complementarias de Salud","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_799","024","Subsidio por Desempleo","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_800","025","Pensiones Reparatorias","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_801","026","Reparación familiares violencia doméstica","grp_factura_siif.siif_grupo5","513","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_802","000","A Gobiernos Departamentales","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_803","021","Ayuda Alimentaria a Comedores Públicos y Escolares","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_804","022","A Gobiernos Departamentales  Artigas","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_805","023","A Gobiernos Departamentales Canelones","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_806","024","A Gobiernos Departamentales Cerro Largo","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_807","025","A Gobiernos Departamentales Colonia","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_808","026","A Gobiernos Departamentales Durazno","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_809","027","A Gobiernos Departamentales Flores","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_810","028","A Gobiernos Departamentales Florida","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_811","029","A Gobiernos Departamentales Lavalleja","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_812","030","A Gobiernos Departamentales Maldonado","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_813","031","A Gobiernos Departamentales Paysandú","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_814","032","A Gobiernos Departamentales Río Negro","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_815","033","A Gobiernos Departamentales. Rivera","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_816","034","A Gobiernos Departamentales Rocha","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_817","035","A Gobiernos Departamentales Salto","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_818","036","A Gobiernos Departamentales San José","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_819","037","A Gobiernos Departamentales Soriano","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_820","038","A Gobiernos Departamentales Tacuarembó","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_821","039","A Gobiernos DepartamentalesTreinta y Tres","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_822","040","A Gobiernos Departamentales. Montevideo","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_823","077","Fondo Nacional Unificación Tributo de Patente Rodado","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_824","078","Fondo de Inversion Departamental","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_825","079","Partida Anual a Gobiernos Departamentales p/Funcionamiento","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_826","080","Partida P.E. por Alumbrado Público a Gobiernos Dtales","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_827","081","Fondo de Incentivo para Gestión de Municipios","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_828","082","Fondo Nal de Unificación de Tributo de Patente de Rodados","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_829","100","Convenios de la Administración a Gobiernos Departamentales","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_830","101","Convenios  del MVOTMA con varias Intendencias Municipales","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_831","083","Fondo de Incentivo Gestión de Municipios-Comisión Sectorial","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_832","084","Fondo de Incentivo Gestión de Municipios Comprom. de Gestion","grp_factura_siif.siif_grupo5","514","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_833","000","A Gobierno Central","grp_factura_siif.siif_grupo5","515","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_834","001","Créditos de Incentivos por Retiro.","grp_factura_siif.siif_grupo5","515","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_835","000","Otras Transferencias Corrientes al Sector Público","grp_factura_siif.siif_grupo5","519","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_836","001","Delegación Uruguaya Comisión Técnica Mixta Salto Grande","grp_factura_siif.siif_grupo5","519","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_837","002","Agencia Nacional de Vivienda (A.16 L.18125)","grp_factura_siif.siif_grupo5","519","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_838","003","Sistema Integrado de Salud (A.60 L.18211)","grp_factura_siif.siif_grupo5","519","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_839","004","Pago de Multas y Recargos de AGESIC a DGI","grp_factura_siif.siif_grupo5","519","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_840","005","Centro de Estudios Fiscales (A.173 L.18362","grp_factura_siif.siif_grupo5","519","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_841","006","Fondos destinados a Instituto Evaluación Educativa","grp_factura_siif.siif_grupo5","519","grp_factura_siif.siif_subgrupo5_1"
"grp_factura_siif.presupuesto_objeto_gasto_842","000","Sector agricola","grp_factura_siif.siif_grupo5","521","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_843","001","Compensación Asistencia Financiera. BPS c/ Sec.Agrícola","grp_factura_siif.siif_grupo5","521","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_844","002","Fondo Forestal, Prestación de Subsidio a Productores","grp_factura_siif.siif_grupo5","521","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_845","004","Fondo forestal","grp_factura_siif.siif_grupo5","521","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_846","000","Empresas del Sector Pecuario","grp_factura_siif.siif_grupo5","522","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_847","001","Compensación Asistencia Financiera. BPS c/Sec.Pecuario","grp_factura_siif.siif_grupo5","522","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_848","002","Fondo Permanente de Indemnización-MGAP","grp_factura_siif.siif_grupo5","522","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_849","003","Credito fiscal c/DGI p/titulares explotaciones agropecuarias","grp_factura_siif.siif_grupo5","522","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_850","004","Subsidio Empresas Lacteas","grp_factura_siif.siif_grupo5","522","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_851","000","Empresas del Sector Pesquero","grp_factura_siif.siif_grupo5","523","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_852","000","Empresas del Sector Manufacturero","grp_factura_siif.siif_grupo5","524","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_853","001","Subvención destinado -Sector Vestimenta A.6 L 18.846 L.A","grp_factura_siif.siif_grupo5","524","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_854","002","Subvención destinado -Sector Vestimenta A.6 L 18.846 L.C","grp_factura_siif.siif_grupo5","524","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_855","000","Sector Seguridad Social","grp_factura_siif.siif_grupo5","525","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_856","001","Asistencia a Caja Notarial -","grp_factura_siif.siif_grupo5","525","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_857","002","Asistencia a Caja Profesional y Universitaria","grp_factura_siif.siif_grupo5","525","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_858","003","Asistencia a Caja Bancaria","grp_factura_siif.siif_grupo5","525","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_859","000","Transferenc.corrientes al sector privado no incl. anteriors.","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_860","005","Certificados de créditos emitidos por D.G.I.","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_861","008","Subvención a Comisión Adm.Fdo Fometo Prensa Interior(R.Afec)","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_862","009","R.Afect. Fdo. Reconversión Laboral","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_863","011","Convenio Cooperación Técnica entre OPP-CND","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_864","012","Fondo Convergencia Estructural del Mercosur (FOCEM)","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_865","013","DIPRODE- Instituciones de Conglomerados","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_866","014","SubsidioTransporte Colectivo de Pasajeros-MEF","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_867","015","Convenio de Colaboración CND-MEF","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_868","017","Convenio Centro Atención Ciudadana - CND-OPP","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_869","018","Premios Lucha Antidrogas y Lavado Activos","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_870","019","Convenio Asistencia Vía Pública MSP-MI","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_871","021","Corporación Ferroviaria del Uruguay (A.23 L.18046)","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_872","022","Fondo de Estabilización Energetica (A.773 L.18719)","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_873","023","Servicio Guerdería Programa Cercanía-Plan 7 Zonas","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_874","024","Convenio Fundación RIDGE-MEF","grp_factura_siif.siif_grupo5","529","grp_factura_siif.siif_subgrupo5_2"
"grp_factura_siif.presupuesto_objeto_gasto_875","000","A Empresas Púlicas no Financieras","grp_factura_siif.siif_grupo5","531","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_876","000","A Instituciones de la Seguridad Social","grp_factura_siif.siif_grupo5","533","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_877","000","A Gobiernos Departamentales","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_878","011","Proyecto Mantenimiento y  Adecuación Infraestructura","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_879","050","Politicas de Descentralización a nivel de Gobiernos Dptales","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_880","051","Politicas de Descentralización I.M.ARTIGAS (25%)","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_881","052","Politicas de Descentralización  I.M.CANELONES","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_882","053","Politicas de Descentralización  I.M.CERRO LARGO","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_883","054","Politicas de Descentralización  I.M.COLONIA","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_884","055","Politicas de Descentralización  I.M.DURAZNO","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_885","056","Politicas de Descentralización  I.M.FLORES","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_886","057","Politicas de Descentralización  I.M.FLORIDA","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_887","058","Politicas de Descentralización  I.M.LAVALLEJA","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_888","059","Politicas de Descentralización  I.M.MALDONADO","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_889","060","Politicas de Descentralización  I.M.PAYSANDU","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
"grp_factura_siif.presupuesto_objeto_gasto_890","061","Politicas de Descentralización  I.M.RIO NEGRO","grp_factura_siif.siif_grupo5","534","grp_factura_siif.siif_subgrupo5_3"
